"Max"|0.207023638486862|"1"|"10"|"Dark Cupid"
"Miss Bustier"|0.0844104538361232|"1"|"10"|"Dark Cupid"
"Miss Bustier "|-0.325124800205231|"1"|"10"|"Dark Cupid"
"Plagg"|0.00636711344122887|"1"|"10"|"Dark Cupid"
"Rose"|-0.740983992815018|"1"|"10"|"Dark Cupid"
"Rose "|-0.653965562582016|"1"|"10"|"Dark Cupid"
"Sabrina"|-0.127288728952408|"1"|"10"|"Dark Cupid"
"Tikki"|-0.0902421838707394|"1"|"10"|"Dark Cupid"
"Tom"|0.015180230140686|"1"|"10"|"Dark Cupid"
" Adrien"|-0.651455760002136|"1"|"12"|"Darkblade"
" Marinette"|-0.443314373493195|"1"|"12"|"Darkblade"
"Adrien"|-0.0523320376873016|"1"|"12"|"Darkblade"
"Alix"|-0.518495082855225|"1"|"12"|"Darkblade"
"Alya"|0.0425119698047638|"1"|"12"|"Darkblade"
"Armand"|0.133728623390198|"1"|"12"|"Darkblade"
"Cat Noir"|-0.138021856546402|"1"|"12"|"Darkblade"
"Chloé"|-0.23509958922863|"1"|"12"|"Darkblade"
"Chloé and Sabrina"|-0.413255751132965|"1"|"12"|"Darkblade"
"Darkblade"|0.0148694797566063|"1"|"12"|"Darkblade"
"Fred"|0.139336764812469|"1"|"12"|"Darkblade"
"Hawk Moth"|-0.251472987234592|"1"|"12"|"Darkblade"
"Ivan"|-0.300506711006165|"1"|"12"|"Darkblade"
"Jagged Stone"|-0.289375265439351|"1"|"12"|"Darkblade"
"Juleka"|-0.201226770877838|"1"|"12"|"Darkblade"
"Kim"|-0.691158682107925|"1"|"12"|"Darkblade"
"Knight"|-0.342828333377838|"1"|"12"|"Darkblade"
"Knights"|-0.108944714069366|"1"|"12"|"Darkblade"
"Ladybug"|-0.11424881964922|"1"|"12"|"Darkblade"
"Ladybug and Cat Noir"|-0.271977782249451|"1"|"12"|"Darkblade"
"Marinette"|-0.103012402641012|"1"|"12"|"Darkblade"
"Miss Bustier"|0.348849552018302|"1"|"12"|"Darkblade"
